,tweets_cleaned,Topic,compound_sentiment
0,whatsapp face legal challeng india biggest market petit file thursday delhi high court upcom chang facebook own app personaldata share polici cyberbr dataprotect antitrust http co pd jzcjau,9,0.4019
1,contact avail signalapp whatsapp whatsappprivacypolici http co qkewfv art,1,0.0
2,happi dataprivacyday safenet happi releas guidanc choos instant messag app protect privaci bahasa indonesia check im app includ whatsapp read http co rbeunastmu http co sg ubdgxyv,9,0.3818
3,transform donat resid titilayo oyegok daudu rufai bayo etc help eas share light go year ikeja electr demand sum connect ikejaelectr jidesanwoolu endsar whatsapp signal,3,0.5267
4,whatsapp updat new privaci polici agre new polici uninstal whatsapp decis http co td qgf ee,3,0.0
5,final whatsapp whatsapp whatsapp,3,0.0
6,wanna read money ritual love spell thefirst peopl interest say hi inbox whatsapp lovespel spiritualawaken witchcraft moneyspel sugardaddylegit sugardaddyneededasap astrolog ari whatsapp cashappbless,9,0.802
7,rt ladyvelvet hfq whatsapp lose million user abandon messag app rival privaci polici chang whatsapp nee,9,-0.6808
8,http co pux gwk bf whatsapp horni boob tit pussi porn amateurporn cumslut blowjob sex slut onlyfansgirl onlyfansbab nsfwgif nsfw gonewild snapchat videocal ass asshol newyear l l http co udnmdqkdsu,4,-0.8074
9,piec program base ai machin learn small level perform variou task exampl imag bot fetch imag name multipl type bot popular bot imag bot sticker bot gif bot telegram whatsapp,4,0.4215
10,rt yadavshamita happen news sourc whatsapp inko bharat ratna pleas http co wncmkinqq,2,0.0
11,rt mundakoshur whatsapp transcript reveal india carri balakot strike win gener elect transcript arnab gosw,5,0.5106
12,whatsapp lose million user abandon messag app rival privaci polici chang whatsapp need invad privaci perform better use without violat http co etyenyhdl,9,-0.4019
13,rt snowden wonder signalapp scale whatsapp decis sell user facebook led pro,1,0.0
14,journalist flaunt whatsapp end end encrypt polici punish pemra rule,7,-0.5267
15,use watusi io fouadraheb add new featur whatsapp messeng http co urwhqi ybe,1,0.0
16,use watusi io fouadraheb add new featur whatsapp messeng http co cuqfybxl,1,0.0
17,whatsapp use signalapp encrypt technolog laid fresh term wednesday ask user agre let owner facebook inc subsidiari collect user data includ phone number locat http co qekasgw dq,2,0.3818
18,rt dayzher honestli funniest pictori represent algorithm work whatsapp http co ckrfcufz,4,0.5574
19,mainz ebay netcentshq upco intern like appl googl amazon begin peopl realiz massiv potenti altern whatsapp upcopay includ fiat crypto relat telcom opportun isin ca mk mio cad,6,0.4939
20,malwar spread via victim whatsapp automat repli receiv whatsapp messag notif link malici huawei mobil app follow gt gt towardscybersec cybersecur secur privaci infosec whatsapp android malwar phish http co wgaxv uaf,4,0.2732
21,rainanibbana telegram signalapp durov cool idea much fuzz signal author whatsapp could sell sell use telegram last year,1,0.3182
22,rt jayb sell undi afford price kindli rt patron twitter ng chief armi staff lukaku whatsapp ibra b,3,0.0
23,rt mr aalekh whatsapp new privaci polici peopl worri much data collect compar signal app telegram amp fac,9,0.0
24,whatsapp canada job offer appli free sinp pnp point amp chanc check program suitabl miss http co zmojlfq v,4,0.4019
25,rt siva bharani next level move ya idhu migrat whatsapp data telegram alreadi mani instal telegram instal,9,0.0
26,first let focu privacypolici updat let see enorm major peopl cannot vote feet easili leav whatsapp facebook,3,0.0
27,rt napali yo quier casart conmigo ella si lo de whatsapp whatsapp markzuckerberg http co keasci pl,2,0.0
28,use watusi io fouadraheb add new featur whatsapp messeng http co ojrueuzbl,1,0.0
29,day suffer problem statu cannot upload pl help whatsapp http co wu tmyorv,3,-0.8155
30,whatsapp like maggi peopl stop use despit boycott call whatsappstatu,9,-0.25
31,whether block custom whatsapp reason typic poor user experi inadvert break whatsapp term servic visit http co xqhauxax socialepoch whatsapp onlinestor whatsappstor whatsappbusi onlin http co fuervmud,1,-0.7184
32,rt yadavshamita happen news sourc whatsapp inko bharat ratna pleas http co wncmkinqq,2,0.0
33,time uninstal whatsapp instal tellotalk link http co nzhvcsqtg http co uhhpjy oq,3,0.0
34,rt daliah salem new updat whatsapp http co yqtbtz obt,3,0.0
35,like elon musk name ask us move open sourc messag app signal sinc whatsapp recent announc data share shift signal use button whatsapp daysofcod switch signalapp http co pdlwzlzi,9,0.5719
36,rt meghupd govt stop whatsapp introduc new polici india technic audit whatsapp facebook instagra,3,-0.296
37,rt bhupendrachaub whatsapp row exactli hullabaloo what app worri even may commit,9,0.296
38,rt thedeshbhakt leak whatsapp chat arnabgoswami make lot buzz big arnabg,1,-0.34
39,design photographi handwritten signatur script logo need pleas feel free contact fiverr http co pdqilh voz logodesign bansportstak trumpcoupattempt tandav whatsapp sportingcp treasur million seller coronavaccin covid covid,2,0.5106
40,rt lorlahle let use one sunshad check jack statu whatsapp price bellashmurda http co ciqi oenkb,3,0.0
41,peopl use profil pictur whatsapp think top world nigeria whatsapp symplytacha,2,0.2023
42,rt biindia indian govern may call whatsapp explain new data privaci polici appli india europ wh,3,0.0
43,rt deccanherald whatsapp new polici announc mani migrat signal telegram even though whatsapp push plan,9,0.0
44,rt mirrornow break hc hear plea whatsapp new privaci polici centr said opt option,0,0.0
45,rt snowden wonder signalapp scale whatsapp decis sell user facebook led pro,1,0.0
46,facebook data point digit age privaci luxuri everyth known whatsapp http co mob eqw j,3,0.0
47,rt ktypadm mi whatsapp es muy simpatico rosconderey reyesmago http co n znuojk,3,0.0
48,whatsapp headquart read famili group chat http co tx chc x,1,0.3612
49,facebook whatsapp danger democrat countri due spread fake news finkd,2,-0.7579
50,uae whatsapp user consid switch signalapp telegram privaci concern http co b qnjd q,9,0.0
51,shall accord whatsapp facebook permiss intrud privaci data info beyond alreadi avail domain would rather move signal app secur without second thought markzuckerberg lost credibl democraci,9,-0.3182
52,rt vardan use free product markzuckerberg whatsapp http co kxzuoisndt,2,0.5106
53,brianacton founder signalapp co founder whatsapp check date tweet even elonmusk damm right time elonmusk whatsappprivacypolici facebook markzuckerberg brianacton http co r kha n,1,0.0
54,rt metalatk time switch need privaci stay away upgrad watsapp whatsapp whatsappprivaci what,3,0.0
55,dont scroll without retweet love spice nativ wear amaz cap pocket friendli price dm order nationwid deliveri whatsapp markzuckerberg http co hqiwbuho,2,-0.5216
56,updat whatsapp privaci polici bless sunday http co rgh ciwkmq,3,0.4215
57,delhi hc hear plea whatsapp new privaci polici mukul rohatgi appear whatsapp kapil sibal appear whatsapp facebook justic sachdeva also need share data appear parti,9,0.296
58,whatsapp receiv share inform fb amp co use understand custom market product servic etc data collect store long necessari use mention purpos,4,0.296
59,rt grazytgt apiamourpassioninflu anatomi innov yourmustread book v dm sm whatsapp,3,0.0
60,rt longev dan day sick persist pl go see doctor whatsapp http co bxauhfn tq,3,-0.5106
61,delet whatsapp account app use signal time term condit chang prompt make switch way want affili facebook signal whatsapp http co f nuqni,9,0.0772
62,rt arnoudvdoorn switch whatsapp new turkish messag servic bip http co mw dqdw,3,0.0
63,rt observerug user especi use mtn airtel internet servic complain block whatsapp call block v,1,-0.8074
64,use watusi io fouadraheb add new featur whatsapp messeng http co uhgr h f,1,0.0
65,rt vardan use free product markzuckerberg whatsapp http co kxzuoisndt,2,0.5106
66,rt idealwrit capitolriot saturdaymorn tedcruz whatsapp txt monspotifi http co cfnuwnpptu,3,0.0
67,rt yekyahorahahai way whatsappprivacypolici best polici support whatsapp ye stand indian farmer bramh,9,0.7845
68,thank trend uninstal whatsapp privaci concern vodafon user india final signal phone,5,0.3612
69,rt yadavshamita happen news sourc whatsapp inko bharat ratna pleas http co wncmkinqq,2,0.0
70,rt franciscorawr everyon complain facebook shadi whatsapp new privaci polici much better telegr,3,0.1027
71,rt voic kashmiri dimthelight associateprofessor whatsapp univers le harvardunivers nidhirazdan phish histori,9,0.0
72,rt nehruje pornab cartoon day arnabgoswamiexpos whatsapp http co dtroowhwli,3,0.0
73,rofl rockstar le mumbai polic see whatsapp destroy arnabgoswami easili http co tbullylj,1,0.0516
74,check signalapp final seem nice one know realli back data mine whatsapp,9,0.4215
75,rt dna whatsapp monopoli may end soon user threaten move telegram new privaci polici whatsappnewpolici whatsapppriv,9,-0.3818
76,rt gandharva g social media use facebook whatsapp twitter instagram socialmedia programm cod,0,0.0
77,wonder kind ad facebook push whatsapp accord nude wear wrong chaddi calvin dixci stop rona dhona whatsappprivacypolici gonna use whatsapp matter,1,-0.2023
78,promot instagram super fast organ growth http co xctowyvuw whatsapp hazarakojeenaydo delaysmbbmuproff capitolriot indianflag youtub delaysindhmedicalexam uscapitol suho bitcoin capitolhil,3,0.7579
79,rt snowden wonder signalapp scale whatsapp decis sell user facebook led pro,1,0.0
80,rt snowden wonder signalapp scale whatsapp decis sell user facebook led pro,1,0.0
81,stop discuss arnab journalist let speak businessman talk croni capit instead dilipthecherian goswami whatsapp leak full show nation reduc rate themojostori http co psamhsxilc http co exxtegc,3,-0.5574
82,use watusi io fouadraheb add new featur whatsapp messeng http co dxnec yutx,1,0.0
83,http co rjrl grf whatsapp whatsappnewpolici whatsappprivacypolici,2,0.0
84,rt meenadasnarayan guy brave quit whatsapp make pauper join telegram get comfort zone teach less,9,0.7964
85,easi way user export data whatsapp telegram http co gbpeihljfz whatsappprivaci whatsappnewpolici privacyawar dataprivacyday signalapp telegramtip,9,0.0
86,vijayshekhar sir u ur team add extra featur like chat voic call video call etc like whatsapp give user becoz paytm million user kyc also good suggest side madeinindia makeinindia,1,0.7845
87,centr write whatsapp ceo withdraw propos chang privaci polici govt say compromis privaci citizen cost http co u uuw u,3,0.0
88,rt thedeshbhakt anti goswami brigad predict end fall grace due whatsapp leak bhaktbanerj,7,-0.2263
89,telegram grab opportun whatsapp give telegram,3,0.0
90,whatsapp ban india allow right wing propaganda machineri spread rwandanhateradio level commun hate monger,4,-0.8126
91,rt thehackersnew whatsapp updat privaci polici term servic make data share facebook mandatori imp,1,0.296
92,use watusi io fouadraheb add new featur whatsapp messeng http co ymjyqugya,1,0.0
93,protect ident onlin onlin profil virtual imag keep safe check blog http co tq srz ident cybersecur hack ethicalhack itsecur phish identitytheft socialmediatip sundayvib whatsapp internship ctf secur http co yfi ixegin,9,0.6705
94,signalapp great keep go signalapp well number allow function like stute function move whatsapp facebook signal opinion great idea protect privaci privacypolici social media internet,0,0.9485
95,fire popmast honktwtselfieday tuesdaymotiv insurrect instagood winten whatsapp followm quot rahan coronaviru chief giveaway contestalert twibbon smallstream enhypen enem ausvind xbychungha game fluke natouch trump openbo http co l cacr bf,3,-0.34
96,use watusi io fouadraheb add new featur whatsapp messeng http co ciiwyt vma,1,0.0
97,rt melanightkh quand accept le condit whatsapp san lire http co kvddcrpkfx,3,0.3818
98,rt thedeshbhakt leak whatsapp chat arnabgoswami make lot buzz big arnabg,1,-0.34
99,rt cryptoo moon whatsapp facebook libra telegram ton elon musk doge invad btw privaci,9,0.0
100,rt thedeshbhakt leak whatsapp chat arnabgoswami make lot buzz big arnabg,1,-0.34
101,rt dindigulcinema watch forward master movi telegram whatsapp imprison year violat mast,2,0.0
102,watsapp go african parent use forward peopl make heaven whatsapp whatsappprivacypolici whatsappnewpolici http co ezoubyah,1,0.5106
103,whatsapp stop violat privaci stop use whatsapp,9,-0.5267
104,mark impos whatsapp statu updat privaci app whatsapp http co ipu beva,3,0.0
105,think switch signalapp read whatsapp privaci updat goodbyewhatsapp,3,0.0
106,plot twist whatsapp inform peopl intent check peopl still privaci consciou secretli signal app well want shift user app well whatsapp whatsappprivaci whatsappprivacypolici,9,0.5423
107,rt ukzak signal vs imessag vs whatsapp vs facebookmesseng metadata graphic forb articl appl privaci,4,0.0
108,benc kurtuldum lhc jxojztogdpi whatsapp http co qjnw iamd,3,0.0
109,rt dayzher honestli funniest pictori represent algorithm work whatsapp http co ckrfcufz,4,0.5574
110,use watusi io fouadraheb add new featur whatsapp messeng http co eukugt vod,1,0.0
111,confeder india trader written inform technolog minist rsprasad ravi shankar prasad demand ban whatsapp facebook updat privaci polici,3,-0.6249
112,regular dress definit dress beat caili dress uniqu way stand class perfect outing item caili dress price laycondubaitour boooftheboolessanniversari whatsapp crowdyvestison twitter ng bill gate http co ubz xyuzz,3,0.5719
113,relianceretail plan emb jiomart whatsapp within six month compani also bring kirana store app deliveri handl either store ril logist arm grab http co xxrlocberm,3,0.0
114,use watusi io fouadraheb add new featur whatsapp messeng http co jvb ryxi,1,0.0
115,rt yadavshamita happen news sourc whatsapp inko bharat ratna pleas http co wncmkinqq,2,0.0
116,rt speaksneha men men whatsapp http co ezsz ncaq,3,0.0
117,signal tope chart signalapp thank whatsapp,9,0.3612
118,use watusi io fouadraheb add new featur whatsapp messeng http co bpk ycsqko,1,0.0
119,rt leader truth still understand whatapp new polici video clarifi thing whatsapp whatsapppriv,7,0.3182
120,use watusi io fouadraheb add new featur whatsapp messeng http co lmrjcwb pn,1,0.0
121,rt sulljhi whatsapp,3,0.0
122,rt privacyint whatsapp updat term forc user share data facebook suggest updat,1,0.296
123,whatsapp tuesday reassur user privaci facebook own messag servic peopl flock rival telegram signal follow tweak term whatsapp http co mug ddmevz,9,0.0
124,rt sapariyavni tweet pic u clearli say secur privat messag app whatsapp telegram signalap,4,0.0
125,rt iamjosephetim whatsapp tri win privaci war signal alreadi know strategi use,9,-0.0258
126,asian dump whatsapp signal telegram privaci concern facebook risk lose top market user look secur altern made icq msn msn whatsapp hard switch anoth app http co r hpusm r techtyr,4,-0.7184
127,chang want see dailymotiv motiv motivationalquot digitalmarket marketingdigit smsmarket sm bulksm vocalforloc whatsappbusi whatsapp http co inqmhhw pa,3,0.0772
128,use signalapp telegram give stupid polici whatsapp whatsappnewpolici,9,-0.5267
129,rt threatpost whatsapp ask user accept new privaci polici share data facebook begin feb,3,0.5859
130,use watusi io fouadraheb add new featur whatsapp messeng http co v ybv xycl,1,0.0
131,peopl switch telegram new whatsapp polici issu meanwhil telegram whatsapp whatsappnewpolici whatsapp telegram zuckerberg http co ecgnqftcp,3,0.0
132,rt snowden wonder signalapp scale whatsapp decis sell user facebook led pro,1,0.0
133,rt bsindia whatsapp rival telegram ceo durov said facebook entir depart devot figur telegram pop,9,0.0
134,rt indiatoday new whatsapp polici impact india today nabilajam explain newstrack rahulk,3,0.0
135,rt sonaliakulkarni whatsapp forc user share person data phone number locat facebook say european us,0,0.3612
136,whatsapp respond privaci rumour techtip whatsapp whatsappstatu bellletstalk whatsappprivaci engin code privacyawar privacypolici wa statu instatech techtipsandtrick howto http co ugr hg cz,3,0.0
137,rt snowden wonder signalapp scale whatsapp decis sell user facebook led pro,1,0.0
138,whatsapp done bye bye telegram come yeh toh pagal move hai sapp ka http co ebnfdo ez,4,0.3612
139,rt amberiteu valu client data safeti privaci therefor move whatsapp signalapp feel safer,9,0.4215
